INSERT INTO `friendship` (`user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`, `created_at`, `updated_at`) VALUES (1, 41, 15, '1998-09-07 12:23:36', '1980-09-16 07:24:26', '1974-09-24 17:53:52', '2002-09-04 14:02:05');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (5, 5, 30, 'Sit est praesentium ut qui recusandae dignissimos. Quaerat tempore sunt est. Commodi eum reiciendis occaecati tempora.', 0, 0, '2000-03-31 02:21:12');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (6, 6, 46, 'Aut atque modi dicta consectetur aliquam et quae totam. Quia odio voluptates aliquam velit reprehenderit a praesentium. Dolorem delectus quia iusto eveniet illo. Rerum aut sed consequatur.', 1, 0, '1999-05-09 01:04:14');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (7, 7, 70, 'Voluptatibus sunt cum eaque quo sapiente repellendus. Aliquid ex dolorem alias perspiciatis. Odit mollitia deserunt quo adipisci id doloremque repellat. Animi dolorum pariatur et nam perferendis eum officia.', 0, 1, '1984-03-15 01:46:40');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (8, 8, 60, 'Dicta voluptatibus qui deleniti ea. Et voluptatum illo perferendis qui libero.', 1, 0, '2013-02-23 18:41:01');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (9, 9, 42, 'Incidunt minima molestiae commodi eligendi. Est optio totam facere enim. Eius voluptas animi deserunt distinctio earum esse. Veritatis quis consectetur sapiente. Est et quibusdam temporibus et quis atque quis.', 0, 0, '2011-09-27 12:55:49');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (10, 10, 3, 'Qui dolore eveniet possimus nisi. Quos corporis quaerat repellat atque sapiente voluptatum.', 0, 1, '1976-02-22 19:18:14');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (11, 11, 21, 'Odio ut ut consequatur vel. Sed blanditiis repellendus non. Laudantium accusamus officia voluptas ex adipisci.', 1, 1, '1999-10-03 17:23:18');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (12, 12, 71, 'Consequatur numquam dolor ut veniam dolorem rerum qui. Nobis ut consequatur maiores voluptatem explicabo odio est. Reprehenderit commodi tempore voluptatibus perspiciatis tempora qui.', 1, 0, '1994-07-12 03:46:39');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (13, 13, 86, 'Molestias qui qui provident voluptatem autem. Doloribus voluptate voluptatem dicta ut beatae eaque molestiae. Non dolores provident odio dicta.', 1, 1, '2013-03-27 07:48:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (14, 14, 96, 'Sit vero ut aliquid non voluptatum autem qui. Optio sed id assumenda sapiente sed. Nulla laudantium voluptas rerum.', 0, 1, '2000-04-05 10:32:52');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (15, 15, 83, 'Fuga cum laudantium sint itaque eum nostrum voluptatem. Provident veritatis sequi qui id vel occaecati ut quas. Molestias non ut qui. Autem doloremque rem temporibus nihil debitis necessitatibus.', 1, 1, '2005-03-22 15:02:36');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (16, 16, 0, 'Maxime enim accusantium sunt rerum enim laudantium consectetur. Error doloremque error beatae a et. Eaque recusandae dolores aliquid similique. Sed ut corrupti dolorem ipsa eveniet.', 0, 0, '2009-05-25 00:32:14');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (17, 17, 96, 'Quia voluptatem quos sit ut occaecati placeat officiis dolore. Iure rerum aut officia officiis dolore animi incidunt. Esse beatae atque perferendis voluptas expedita non est. Quia aut quo hic dolores. Consectetur dolorem quisquam magnam.', 0, 0, '1999-01-11 00:24:29');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (18, 18, 97, 'Et eius qui iusto rem. Pariatur sed ut voluptas ratione magni in. Ut ea in est veritatis.', 0, 0, '2011-02-05 08:06:30');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (19, 19, 38, 'Molestiae voluptate deserunt adipisci tempora inventore ex. Et neque natus suscipit molestiae eum exercitationem quidem. Eveniet culpa nisi quos aut doloremque consequatur laboriosam. Quidem dolorem iure reiciendis.', 0, 1, '1975-02-03 15:36:10');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (20, 20, 29, 'Qui quasi distinctio molestiae aut. Repellat voluptatem nihil sed quisquam. Minus sit qui voluptates. Dolor voluptates dignissimos perferendis repellendus.', 0, 1, '1976-04-14 07:32:17');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (21, 21, 92, 'Incidunt consectetur consequatur illum facere. Omnis velit in et a nulla at eum. Officia id omnis quibusdam. Velit nisi aut nam iure atque explicabo in.', 0, 1, '2003-10-10 18:34:02');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (22, 22, 31, 'Voluptas sed est voluptatem sint autem. Aut qui libero assumenda libero commodi. Tempora adipisci culpa ad explicabo quos qui ducimus. Et ducimus fugit enim earum est quis.', 1, 1, '2017-07-29 04:00:52');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (23, 23, 80, 'Aut non ratione ratione et earum voluptate neque placeat. Ut veniam aut nihil et harum quaerat. Sed quae hic necessitatibus et suscipit non dolorem qui.', 0, 1, '1993-01-09 05:00:45');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (24, 24, 83, 'Tempore perspiciatis recusandae officia sed perferendis quasi beatae. Sed nihil exercitationem quas nulla recusandae hic. Molestiae libero debitis nemo.', 0, 1, '1993-11-28 17:34:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (25, 25, 17, 'Eum fuga est ea sed alias nostrum velit. Occaecati debitis voluptatem nesciunt corporis assumenda et at excepturi. Consequatur quisquam vel ducimus est quibusdam recusandae.', 0, 0, '2001-05-31 02:21:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (26, 26, 43, 'Ducimus dicta et atque dolor. Labore consequuntur omnis eveniet ipsam. Enim fuga modi eum et aperiam omnis fugit.', 1, 0, '1976-01-07 20:42:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (27, 27, 93, 'Soluta reprehenderit voluptates rem rerum error. Voluptate nihil commodi quo quibusdam. Doloremque sapiente exercitationem similique minus dignissimos qui. Nihil incidunt officiis ducimus quibusdam.', 0, 0, '1973-06-14 08:41:14');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (28, 28, 81, 'Et rem tempore dolor velit. Deleniti possimus quis inventore alias quia. Illo laboriosam necessitatibus aut dolore quia enim dolore. Aut non et ullam non aliquam explicabo aut. Harum aut veritatis nam laudantium.', 0, 0, '2002-01-13 23:58:10');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (29, 29, 22, 'Aut aut amet nostrum delectus. Voluptatem sequi quia eveniet hic corrupti dolor quo tempora. Consectetur unde neque voluptatem et odit.', 1, 0, '1995-10-02 01:51:05');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (30, 30, 68, 'Cumque itaque impedit sit voluptates neque aspernatur assumenda. Voluptas sunt magnam ab fugit porro. Quae sit soluta quia dignissimos. Quia omnis qui ducimus quia eaque.', 0, 0, '2019-03-09 05:15:53');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (31, 31, 64, 'Sunt quas fugiat dolorem placeat. Minima officia fuga quo ipsa aperiam quia ducimus quod. Voluptatibus occaecati occaecati velit quis earum ratione. Ipsam sed et dolor eius cumque ratione voluptatum.', 1, 0, '2010-06-23 21:33:48');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (32, 32, 42, 'Nemo ut officia ab illo est minus. Eos occaecati velit est non consequatur tenetur. Nesciunt perferendis enim repudiandae. Alias eos non ut consequatur.', 0, 1, '1992-12-22 18:28:06');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (33, 33, 23, 'Nobis voluptatem quisquam corrupti. Repellendus voluptatem rerum quia numquam at quo repellendus. Dolorem deleniti consequatur necessitatibus odit et. Eos exercitationem beatae fugit voluptates laborum sit est asperiores.', 1, 0, '2014-02-05 05:27:13');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (34, 34, 84, 'Autem repudiandae ex illum consequatur similique ipsa et. Laudantium odio ex assumenda neque ut sed veniam. Corrupti quod ea cupiditate tenetur. Aut excepturi rerum aspernatur et omnis.', 1, 1, '1973-06-01 17:10:54');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (35, 35, 88, 'Ut quae perspiciatis eum molestias et voluptas quibusdam. Autem perferendis est repudiandae et non doloremque voluptas. Rerum nihil est rerum nam nesciunt amet.', 0, 0, '2007-03-24 18:06:27');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (36, 36, 41, 'Dolores repellat praesentium voluptatem omnis. Consequatur recusandae tempore totam corporis. Et expedita aut cupiditate.', 1, 1, '1995-02-09 17:23:58');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (37, 37, 31, 'Quas maiores cupiditate ratione qui. Eaque fugiat modi nostrum consequatur perferendis architecto. Vel voluptas vel dignissimos aut omnis. Delectus error id libero et ut.', 0, 0, '2019-07-12 05:15:23');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (38, 38, 37, 'Doloremque doloremque consequatur exercitationem commodi odio voluptatem cumque. Quia et quisquam necessitatibus laudantium eos non sed. Quisquam enim eos vero suscipit quia.', 0, 0, '1978-01-22 17:32:58');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (39, 39, 57, 'Error sit quod minima quas. Dolores libero consequatur tenetur excepturi aut dolorem. Minima aspernatur voluptatibus rerum error perferendis. Omnis iure cupiditate doloremque consequatur aut unde et.', 1, 0, '1975-12-13 22:20:28');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (40, 40, 69, 'Laborum aliquid ad ullam nisi quidem eum odio. Explicabo esse dolorem laborum blanditiis sapiente quod.', 1, 0, '2019-03-25 14:59:15');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (41, 41, 98, 'Numquam sunt sed dicta maxime nihil quaerat. Nesciunt doloremque temporibus totam natus facilis. Quasi eveniet vel aut libero fuga cumque.', 0, 1, '1979-10-27 19:11:35');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (42, 42, 34, 'Aut recusandae vel vel consequatur et inventore rerum. Qui quisquam dignissimos assumenda expedita. Quasi quia ab eos.', 1, 0, '2003-06-14 09:41:16');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (43, 43, 17, 'Eum optio et minus sit nihil facere eos. Et autem quod quas ut non aut sunt. Laborum sapiente quia possimus qui qui perferendis. Doloremque magnam ullam facilis aut rem autem hic.', 1, 1, '1995-07-11 22:49:54');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (44, 44, 69, 'Et aut est voluptatum adipisci. Recusandae facere laboriosam sed laudantium natus omnis rerum.', 1, 0, '1977-12-19 11:20:55');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (45, 45, 14, 'Occaecati nihil minima consequatur voluptates. Molestiae quia vitae facilis.', 0, 0, '2003-10-12 07:57:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (46, 46, 63, 'Recusandae quasi ut unde reiciendis. Eos mollitia saepe earum consequatur exercitationem repellendus. Ut molestiae adipisci ut possimus repellat voluptas vitae illum.', 1, 0, '1990-07-05 01:12:54');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (47, 47, 37, 'Aut odit ratione deserunt aut laborum voluptas et. Excepturi accusantium et vel est nobis temporibus tenetur. Sit incidunt deleniti aliquam cupiditate.', 0, 1, '2002-06-28 13:07:21');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (48, 48, 1, 'Et hic rerum saepe qui non culpa. Id totam accusamus perferendis voluptas officia dolor a. Atque rem qui rem sit eaque. Asperiores molestiae corrupti eos dolor nisi explicabo.', 1, 1, '2014-10-07 17:03:08');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (49, 49, 4, 'Commodi velit iusto a earum excepturi earum ea rerum. Ipsa libero et est autem. Nesciunt voluptatum quam iste suscipit consequatur. Dolores in beatae qui.', 1, 1, '1987-01-17 17:09:48');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (50, 50, 58, 'Impedit amet fuga hic. Similique voluptate quisquam nostrum quia maiores. Beatae dolor sunt numquam aut blanditiis quia.', 0, 1, '1982-03-24 10:11:53');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (51, 51, 58, 'Veritatis fugiat rerum explicabo velit. At modi provident amet est. Voluptas cumque alias dolorem velit beatae adipisci. Beatae veniam consequatur rerum mollitia accusamus.', 1, 0, '2019-03-12 23:11:11');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (52, 52, 72, 'Qui inventore dignissimos incidunt commodi. Aut sed enim qui saepe deserunt odit. Modi temporibus dolores rerum cum ipsa. Mollitia non libero unde dolor eos dolores.', 0, 1, '1975-03-24 16:11:03');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (53, 53, 85, 'Perspiciatis voluptatem sequi in nobis autem atque. Numquam eos quaerat numquam.', 0, 1, '2014-07-25 00:04:25');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (54, 54, 29, 'Odit sit nostrum ea itaque qui nostrum. Numquam eos impedit qui necessitatibus quibusdam. Maxime aliquid rerum quas delectus illum vel tempore.', 0, 1, '1986-06-19 09:30:30');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (55, 55, 7, 'Dolores temporibus libero inventore. Voluptatem consequatur nesciunt est. Distinctio et qui est sunt rerum repudiandae.', 0, 1, '2011-08-02 07:14:09');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (56, 56, 14, 'Temporibus tenetur asperiores magni voluptatibus et velit quisquam. Porro a laboriosam illo similique numquam. Sit sint aut dolor animi voluptas consequatur modi dolores.', 1, 1, '1983-05-31 09:37:09');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (57, 57, 54, 'Voluptatem eligendi omnis soluta velit deleniti consequatur. Qui nisi alias qui saepe. Autem assumenda ducimus nam officia praesentium qui. Nam et consequuntur doloremque fuga consequatur.', 1, 1, '1998-10-18 20:09:24');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (58, 58, 1, 'Est sequi ipsa exercitationem optio dolore non. Ut sint reiciendis assumenda ipsam. Autem eum voluptatem dolorum officia atque. Aut possimus fugit nulla temporibus asperiores.', 0, 1, '1989-09-10 00:47:52');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (59, 59, 81, 'Accusantium cupiditate sunt iusto numquam quia eligendi fugiat. Enim ut porro similique in adipisci. Et odio aut aliquam alias dolor. Aut molestiae accusamus qui numquam consequatur.', 0, 1, '1978-10-28 22:17:59');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (60, 60, 64, 'Ut eum debitis rerum velit commodi praesentium rerum. Illum totam qui maiores perferendis. Quos nesciunt accusantium labore ipsa impedit aliquid. Aut amet qui unde soluta.', 1, 0, '1982-12-01 23:31:56');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (61, 61, 42, 'Qui enim porro facilis vel voluptas. Ipsa est dolorem maxime quis eum molestias porro. Quas non repudiandae vel autem.', 0, 1, '1974-11-17 23:42:29');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (62, 62, 23, 'Sed vero animi autem enim hic assumenda. Harum officia aliquam maxime expedita eos. Officia modi exercitationem autem sed incidunt.', 1, 1, '1997-02-19 16:14:17');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (63, 63, 88, 'Natus blanditiis officia error sunt qui. Rem velit sed ad dicta. Eveniet fugit sed qui facere corrupti modi. Aperiam quo excepturi earum iure quas assumenda.', 0, 0, '1990-02-28 02:11:10');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (64, 64, 92, 'Quibusdam voluptatem voluptatem debitis magnam. Ex repellat tempore corrupti aut quae debitis inventore. Rerum totam at esse repudiandae repellat accusamus quidem. Quod incidunt consequatur ipsum nobis. Quia corporis repellat non adipisci quam.', 0, 1, '1988-12-02 00:09:18');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (65, 65, 55, 'Tenetur quod modi aperiam a vitae. Commodi quia harum fuga. Rem sint natus rerum eaque.', 0, 0, '2010-06-02 05:00:23');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (66, 66, 27, 'Et accusamus officiis qui aut sint corrupti asperiores. Sequi eius provident dolor placeat aut deserunt doloremque eum. Et dolores dolorem exercitationem quos quasi.', 1, 0, '2001-06-01 06:35:24');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (67, 67, 28, 'Tenetur autem soluta alias harum eveniet voluptas error omnis. Sapiente ea id atque minima hic voluptatum dolorem. Et tempora totam et nulla est non. Quia id sed autem totam.', 0, 0, '2003-05-24 12:06:25');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (68, 68, 36, 'Totam a earum laudantium possimus quibusdam. Dignissimos molestias dolorem autem quod.', 1, 0, '2016-07-01 12:09:00');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (69, 69, 73, 'Provident quis sint ullam. Ut rem excepturi molestias velit vero. Qui eos voluptates voluptatibus aut corrupti. Quia dolorem veritatis et cumque sunt porro.', 1, 1, '1983-07-27 09:44:21');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (70, 70, 35, 'Culpa ipsa id ut voluptatibus. Hic ducimus autem id debitis dolore unde in ab. Atque est debitis quae vitae. Et optio molestias molestiae praesentium cum. Eius beatae qui aut nemo.', 1, 0, '2019-07-12 22:37:59');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (71, 71, 55, 'Possimus saepe quo dicta. Architecto magnam et aspernatur soluta ipsam. Recusandae officiis officia dignissimos saepe repudiandae sed dolor pariatur.', 1, 0, '1995-06-08 08:49:51');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (72, 72, 43, 'A nam quisquam expedita ut. Veniam ea repellendus a rerum. Possimus sed ratione sed odit ratione illum eum quisquam. Nesciunt sit dolorem rerum sint facilis.', 1, 1, '1993-05-01 14:40:03');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (73, 73, 76, 'Enim fugiat odio velit quia. Dolor sequi autem et sed doloremque. Omnis et fugiat incidunt possimus. Sed eum adipisci iste tempora et ut. Eos nam totam voluptas sint consequuntur et et.', 1, 0, '2007-10-12 00:56:41');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (74, 74, 70, 'Maiores aperiam neque et magni qui quasi. Ratione id omnis nulla sit autem voluptatem. Autem laudantium eum accusantium sit ut. Id nihil esse aut totam ut.', 1, 0, '1992-02-08 22:18:28');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (75, 75, 86, 'Autem eum praesentium tenetur quasi eaque unde est. Placeat voluptas temporibus rem. Quia deleniti esse incidunt est suscipit nobis.', 1, 1, '2010-11-03 13:24:38');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (76, 76, 78, 'Suscipit dignissimos unde facere totam accusamus magni laudantium. Harum recusandae ab accusantium non provident deserunt.', 1, 0, '1982-10-18 21:28:01');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (77, 77, 3, 'Rem recusandae dolor beatae ea. Blanditiis porro iusto ratione at hic eveniet atque quia. Incidunt laborum ipsam voluptas quia. Sit ea molestiae aut sit autem.', 0, 1, '1995-06-08 03:56:04');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (78, 78, 22, 'Ad nesciunt vitae ullam molestias deserunt quia deleniti. Nostrum est est sunt. Repellat sunt autem tenetur blanditiis.', 0, 1, '2010-08-08 21:25:57');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (79, 79, 83, 'Tempora quas unde autem eius neque animi excepturi facilis. Exercitationem praesentium reprehenderit assumenda dolor odit ab sit. Qui autem quis ut debitis laudantium nemo qui aut.', 0, 1, '1982-02-20 09:36:06');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (80, 80, 98, 'Unde hic fuga quisquam rerum ad et. Ut expedita doloremque enim facilis soluta omnis. Est velit aut eum quaerat ut dolor unde perspiciatis.', 1, 0, '2012-07-18 00:03:53');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (81, 81, 29, 'Mollitia qui dolorem quibusdam quis provident deserunt. Aut quia est nesciunt vitae eveniet. Minus suscipit qui culpa vitae error velit omnis. Nihil provident provident commodi aut cupiditate quia a.', 0, 1, '1979-05-18 08:35:47');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (82, 82, 39, 'Ut adipisci et quam praesentium quia. Beatae incidunt numquam qui laborum sunt. Est ut distinctio recusandae nisi dolor repellat. Adipisci qui voluptas dolor aut.', 0, 1, '2012-07-09 15:18:22');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (83, 83, 19, 'Est nemo nobis ea aut distinctio dolore tempore. Dolorum corrupti possimus aut sit et voluptatem. Mollitia amet sint velit sit sit vel ad consequatur. Natus molestiae consequatur eos.', 0, 0, '1971-05-25 21:10:59');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (84, 84, 49, 'Eius sed est deleniti animi sunt blanditiis. Omnis excepturi debitis beatae sequi deserunt cum. Itaque cupiditate eos quas et dolores quidem consequatur. Quam cum quis harum sit.', 1, 1, '1993-10-11 05:57:22');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (85, 85, 49, 'Pariatur quo mollitia dolore et ut maxime molestiae. Optio quia ut illum voluptas sint omnis qui. Rerum quisquam excepturi asperiores sapiente est.', 0, 1, '1998-07-22 20:38:18');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (86, 86, 80, 'Consequatur quidem nulla dolorem natus alias. Perspiciatis non voluptas veniam omnis aliquid eaque ut incidunt. Possimus molestiae aut nihil maiores cumque quidem cum quae.', 0, 1, '2007-12-25 11:11:36');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (87, 87, 47, 'Praesentium at totam nemo ipsam. Sapiente repellat quaerat ut aut eveniet.', 0, 1, '2010-01-15 07:24:42');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (88, 88, 43, 'Hic et sunt optio ad ipsa est. Dolorum sit magni fuga consequatur voluptatem vel cum enim. Ex quod consectetur possimus dolores magni.', 0, 1, '1974-05-08 14:11:02');
INSERT INTO `messages` (`id`, `from_user_id`, `to_user_id`, `body`, `is_important`, `is_delivered`, `created_at`) VALUES (89, 89, 2, 'Esse numquam pariatur distinctio provident eius similique. Est aut omnis dicta porro corporis voluptas adipisci. Voluptates enim ducimus omnis hic rerum.', 1, 0, '1981-04-02 07:12:43');
